CAPACITOR_0,MOSFET_68_1_L_gm2_NMOS,MOSFET_68_1_M_gm2_NMOS,MOSFET_68_1_W_gm2_NMOS,CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,VDS0,VDS17,VDS5,VDS68,VDS8,ft0,ft17,ft5,ft68,ft8,gm0,gm17,gm5,gm68,gm8,gmid_offset0,gmid_offset17,gmid_offset5,gmid_offset68,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
2,0.5,15,0.604,1,0.18,200,0.782,2.62,19,0.22,1,1,0.22,0.5,157,0.534,60,13,0.306063943667754,0.306063943667754,0.324405447864403,0.444793300316703,0.444793300316703,29531621.7401477,30337840.1521544,37569330.9289123,1538154959.86271,1538154959.86271,0.000124286490341843,4.23938892569609e-05,9.82041568980372e-05,0.00026502046504597,0.00026502046504597,5.82716636028446,6.66120539626851,6.99941292296563,6.90661476735426,7.55593203191115,64.1676184149786,42.2473717965773,185.596297230914,45.0999002271121,44.7823566004754,331624.811509562,50.6821980580953,0.00173369601373616,758.599999999999,65.1229971652826,1456856,4.84542978808255e-05,0.000130859236919104,48.75729,1.53740941780757e-06,2.27692081459505e-05,0.00100290382519191,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,15,0.802,1,0.18,200,1.08,2.22,20,0.22,1,1,0.22,0.5,104,0.491,45,21,0.30229761716073,0.30229761716073,0.320843318986006,0.439428206589021,0.439428206589021,39103398.932077,40198590.2977345,49557466.2391561,1445756610.79772,1445756610.79772,0.000145243588277055,4.95807457799575e-05,0.000115196453056961,0.000323964177784664,0.000323964177784664,6.07396316938208,6.91230027571296,7.19932517784656,2.05607263933253,7.70844356905054,56.354675042213,37.2236265440664,178.172842073791,43.2960006239312,43.4512316278896,301889.931224298,51.1364351514651,0.00201877000027701,741.199999999999,64.4709052063628,1445012,5.00627764404165e-05,0.000134565713972712,51.45479,1.34578938142682e-06,0.000217476003519237,0.000989635617478224,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,5,0.8,1,0.18,135,0.22,1.97,5,0.48,1,1,0.22,0.5,30,0.893,25,31,0.350929132847087,0.350929132847087,0.369664360453966,0.503390351796087,0.503390351796087,49511409.6977489,50873917.5199488,64112087.2211599,2136433111.43147,2136433111.43147,8.91521617248777e-05,3.04204908553451e-05,7.10673517714468e-05,0.00017608848085056,0.00017608848085056,5.29057854130494,6.11922735522737,6.6481453883888,0.181364504722795,7.22532674494191,66.3335467063816,80.0796300995373,197.009354746241,47.8732732033367,44.0524883695929,528543.955234824,47.7817329112287,0.00459828815427774,736.499999999999,64.6826991278369,1300307,4.07421588182539e-05,0.000153136808131213,46.74094,1.36595016870769e-06,3.04894640632325e-06,0.00144278541147658,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,5,0.8,1,0.18,135,0.22,2.34,5,0.22,1,1,0.22,0.5,25,0.764,29,35,0.377683217577324,0.377683217577324,0.400948724980557,0.503394193129872,0.503394193129872,61211637.3286013,63041721.744035,80222427.1977964,2136451615.43042,2136451615.43042,7.20594646539427e-05,2.46254963909927e-05,5.82363520429649e-05,0.00017609125937546,0.00017609125937546,2.97434003581732,0.156475239189119,4.26479309667719,5.37812161137641,6.02772235562385,66.173559754634,81.9157654910795,194.134323555159,47.1746406239036,44.1159990378999,538316.327719666,47.5428859031506,0.00491785066095426,730.899999999999,64.6694663617838,1275770,4.05653328714568e-05,0.000150310930147107,48.65948,2.71766288662654e-06,2.7493083597524e-06,0.00148948408868987,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,17,0.716,1,0.18,200,0.771,1.48,24,0.22,1,1,0.22,0.5,134,0.491,46,16,0.259290586506442,0.259290586506442,0.274604517655965,0.424607486515266,0.424607486515266,56676710.1489004,57959244.5227851,69837480.3785018,1313905887.83102,1313905887.83102,0.000147832370615432,5.02667957566484e-05,0.000114664251841713,0.000290388250512559,0.000290388250512559,8.03469586162218,8.84322468904376,8.91371500051083,6.03017083955329,8.37837831330817,63.1903502557214,42.0247665032919,185.351485814668,45.0404110529642,43.3656879768004,333997.515112983,50.2699592201943,0.00213726667725438,728.499999999999,64.4547975123829,1473106,4.90594767752364e-05,0.000135477798166594,52.0206,1.16097708329058e-06,2.48541350792947e-05,0.00115683545360401,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,5,0.8,1,0.18,200,0.22,2.34,6,0.22,1,1,0.22,0.5,31,0.666,33,44,0.366245846916917,0.366245846916917,0.388582188709105,0.507527117941668,0.507527117941668,57044122.29927,58700581.0605529,74424254.5951897,2182657511.74821,2182657511.74821,7.87495343937701e-05,2.68942253161844e-05,6.34215038860923e-05,0.000180824497777957,0.000180824497777957,4.36997460710559,1.94760178699052,7.34947012819571,-0.263147631023648,7.58543392148185,65.8403743224376,73.2144644443674,188.037893827036,45.6932081999696,43.980121570482,490465.312866508,47.812839279842,0.00414708175780877,701.8,64.4165913683671,1259670,4.13519880620082e-05,0.00014514170211885,49.65921,1.50904597782824e-06,7.15801604336847e-06,0.00139412389256061,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,5,0.8,1,0.18,200,0.22,2.34,5,0.294,1,1,0.22,0.5,25,0.764,34,54,0.378047258499761,0.378047258499761,0.400401952691666,0.507529622400591,0.507529622400591,52629078.8412217,54198667.8075161,69222264.3627944,2182669450.1913,2182669450.1913,7.88022230955231e-05,2.69295166210119e-05,6.37685201003991e-05,0.00018082630286865,0.00018082630286865,3.49470789694396,4.32743495209715,4.85763871404359,-0.712892637222485,7.63649000170879,65.9298391737793,73.2411669213433,187.671015075991,45.6040566634659,43.9568586342501,488482.807683355,47.8223650607119,0.00428365808108455,679,64.4138223245308,1251674,4.11698242955676e-05,0.000146308096475373,49.86476,1.59967703314428e-06,7.14012931560537e-06,0.00143213252757751,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,15,0.802,1,0.18,200,1.08,2.22,20,0.22,1,1,0.22,0.5,108,0.491,52,40,0.302297617160732,0.302297617160732,0.320825321547309,0.439428459116787,0.439428459116787,39108614.3503522,40198590.2977332,49548599.3413593,1445757996.41726,1445757996.41726,0.000145260312909119,4.95807457799563e-05,0.000115167275647528,0.000323964711905431,0.000323964711905431,6.07461916430371,6.91230027571267,7.20015689548376,7.3581941026579,8.11181949557172,56.3830371560274,37.3805515379664,178.669299451193,43.4166397666399,43.4879339014591,303168.194428164,51.1556350757177,0.00206723289460505,662.4,64.5090804488106,1449065,5.00636970452542e-05,0.000134257956631362,51.34895,1.43031576273304e-06,0.000215932486149231,0.000986576262584582,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,27,1.31,2,0.18,100,1.99,2.28,18,0.521,1,1,0.403,0.5,102,1.5,100,2,0.331384969003578,0.331384969003578,0.350112000330165,0.405648635137648,0.405648635137648,30896688.8512623,31815502.1145693,39531972.493925,1040068760.70935,1040068760.70935,0.000236223797748355,8.07536808749176e-05,0.000187792660965308,0.000629664266026063,0.000629664266026063,6.06258793574306,6.90182663751132,7.31503179357663,7.57130792445701,8.57256629771751,59.8646909509583,40.1620486804041,194.028001280526,47.148804311168,45.1107605408439,631293.964294462,52.7799571807329,0.00122677147958415,856.599999999999,67.1950785188546,3049862,9.70288232509088e-05,0.000123975022130364,47.25076,9.22807946996545e-07,1.21115923383508e-05,0.000512155392322189,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,27,1.31,2,0.18,100,2.44,2.28,18,0.521,1,1,0.403,0.5,102,1.5,100,15,0.334385164810849,0.334385164810849,0.353403774504527,0.408734378155084,0.408734378155084,31704223.3278004,32644161.5680729,40596417.2498143,1070454345.27948,1070454345.27948,0.000244605759289783,8.3610933017307e-05,0.000194797924817806,0.00065258300482665,0.00065258300482665,5.94472995814617,6.78338249246205,7.20787446962882,8.04620742262832,8.24208163680068,57.6343085692439,35.5208524062644,190.082505376536,46.1900488064983,44.8491340099713,565510.379764466,53.3902976204479,0.00129413838428365,767.499999999999,66.976218408211,3026212,9.82748041470218e-05,0.00012365769164766,46.43479,8.63089087949387e-07,4.90070738902487e-05,0.0005225303351859,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,27,1.05,2,0.18,100,1.77,2.56,12,0.512,1,1,0.398,0.5,60,1.37,78,19,0.36507007030619,0.36507007030619,0.386127401449845,0.416725690042783,0.416725690042783,32573406.6721449,33654644.352329,42837619.8666786,1170460747.23088,1170460747.23088,0.000202292218089828,6.93272986897526e-05,0.000164129624854921,0.000585650014630326,0.000585650014630326,4.60927665396883,5.45882263226949,6.01384586785353,8.35987432947578,11.3575087403339,60.5727849884428,41.9979708493615,191.153255468268,46.4502410787891,44.9869784162347,648091.805418069,51.3824043812666,0.00142988941458025,763.899999999999,66.646506532483,2949782,9.5256190220732e-05,0.000123439277082628,49.1405,9.18462999894548e-07,9.20993438341122e-06,0.000579361282109558,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,21,1.22,2,0.18,133,1.56,2.12,8,0.476,1,1,0.411,0.5,131,1.14,100,25,0.387291382394912,0.387291382394912,0.40914338677051,0.428142136344188,0.428142136344188,55813496.1158856,57492387.5953632,73684142.3165065,1265065159.67082,1265065159.67082,0.000188622879701138,6.4480043355885e-05,0.000153483113222283,0.000583827347470571,0.000583827347470571,3.73654402940876,4.56680322439327,5.21076408096275,7.80240511029585,9.09725927441938,61.5846394921115,40.3697780238672,198.014718771597,48.117576661498,45.360074420825,621468.350432708,51.9254650436566,0.00134396892127232,742.399999999999,66.8644288497771,3048317,9.50271359708506e-05,0.000116419909653715,48.97841,7.91499421445155e-07,1.2133341212554e-05,0.000523137701812781,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,22,1.16,2,0.18,81,2.33,3.16,12,0.492,1,1,0.432,0.5,200,0.312,71,27,0.381341580880763,0.381341580880763,0.403709069915513,0.42799297645226,0.42799297645226,24836899.0665901,25638401.9596943,32974040.6047759,1270302959.85971,1270302959.85971,0.00019178515112905,6.56555939861266e-05,0.00015605593020029,0.0005844603194004,0.0005844603194004,3.82650195210325,4.66707427321633,5.2716663772926,8.83570626411288,9.48502352866977,63.0895683849832,40.6119445906358,180.986200076159,43.9796466185066,45.1619895096939,629788.048315948,51.5401947997871,0.00157043130088268,693.799999999999,66.5593508378897,2806636,9.57250529209222e-05,0.000123445988239311,49.0841,8.19332110127823e-07,9.05902192107011e-06,0.000564641059627224,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,29,1.43,3,0.18,67,3.41,2.73,9,0.444,1,1,0.616,0.5,147,1.17,100,5,0.4315285838911,0.4315285838911,0.458043677230167,0.422146236126507,0.422146236126507,45734872.5641186,47180548.0365156,61617135.6820564,1210949552.37427,1210949552.37427,0.000229631016272007,7.85560377284323e-05,0.000189743866118704,0.000888685341922941,0.000888685341922941,1.91188503818372,2.73259086762655,4.46251038798659,7.89392796515991,8.74212304114868,61.0747285755942,39.8134594007791,191.137759150365,46.4464754735386,45.644560141632,908171.403056958,52.7002595819034,0.001235481508899,825.599999999999,67.2248835632714,4359979,0.000140806561387547,0.000109871274579931,46.93789,6.52843258202096e-07,7.04646653327701e-06,0.000493654169865576,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,34,1.24,3,0.18,61,3.02,3.58,22,0.22,1,1,0.627,0.5,114,1.12,100,10,0.391979054607424,0.391979054607424,0.418041552397725,0.419188494125769,0.419188494125769,28960967.016519,29973176.280715,38674529.7586728,1172862027.93373,1172862027.93373,0.000235714578803846,8.08430740470227e-05,0.000193652985046464,0.000873731553983856,0.000873731553983856,2.19088234844477,3.03164669943214,4.06021672628581,7.73329997449334,8.63836551099236,61.8083445862205,43.1858362949061,189.389157326517,46.0215652303436,45.5113202088367,987860.277349086,52.1016429683364,0.0012305444393013,791.099999999999,67.1427581940754,4332208,0.000141201455610541,0.000114174232316998,45.40374,6.38641924452163e-07,3.7216445552693e-06,0.00048212291519667,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,32,1.19,3,0.18,88,2.25,3.6,13,0.382,1,1,0.626,0.5,77,1.41,100,14,0.424284407571922,0.424284407571922,0.451460631790603,0.425839116227642,0.425839116227642,27043659.7058685,27984659.1579505,36671337.5103599,1243908222.50394,1243908222.50394,0.000223385857753021,7.65983629505325e-05,0.000185142559372372,0.000849737364862708,0.000849737364862708,1.89445469711434,2.72752415136008,3.31599226916885,7.61813409170078,7.76638038000034,62.8890717642316,40.4175927147089,186.02351260851,45.2037135638679,45.7128179404844,912356.151856562,52.1260510685396,0.00131282611746072,771.9,67.1344722258481,4199154,0.000139341007705055,0.000114391391406104,45.70606,6.48860934447837e-07,4.05125778591836e-06,0.000494619277923936,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,32,1.19,3,0.18,88,2.25,3.6,13,0.382,1,1,0.626,0.5,77,1.41,100,18,0.424284407571922,0.424284407571922,0.451460631790603,0.425839116227642,0.425839116227642,27043659.7058685,27984659.1579505,36671337.5103599,1243908222.50394,1243908222.50394,0.000223385857753021,7.65983629505325e-05,0.000185142559372372,0.000849737364862708,0.000849737364862708,1.89445469711434,2.72752415136008,3.31599226916885,7.61813409170078,8.46828324636387,62.8890717642316,40.4175918121875,186.02351260851,45.2037135638679,45.7128179404844,912356.131483727,52.1260510685396,0.00131345617700054,764.9,67.1344722258481,4199154,0.000139341007705055,0.000114391391406104,45.70606,6.48860945773228e-07,4.05125778591836e-06,0.000494619277923936,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,29,1.43,3,0.18,67,3.41,2.73,9,0.444,1,1,0.616,0.5,147,1.17,100,19,0.4315285838911,0.4315285838911,0.458043677230167,0.422146236126507,0.422146236126507,45734872.5641186,47180548.0365156,61617135.6820564,1210949552.37427,1210949552.37427,0.000229631016272007,7.85560377284323e-05,0.000189743866118704,0.000888685341922941,0.000888685341922941,1.91203762607434,-0.916831301105139,3.3704932142195,7.69072905540039,8.39397231101562,61.0747285755942,39.8134589771587,191.137759150365,46.4464754735386,45.644560141632,908171.393393895,52.7002595819034,0.00130870570849044,764.6,67.2248835632714,4359979,0.000140806561387547,0.000109871274579931,46.93789,6.52843229731082e-07,7.04646653327701e-06,0.000493654169865576,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,34,1.27,3,0.18,49,3.78,2.85,22,0.22,1,1,0.642,0.5,114,1.43,100,20,0.375679446855987,0.375679446855987,0.399769098973753,0.417983069173214,0.417983069173214,40932443.8860079,42311328.734474,54042408.3823446,1161809437.66896,1161809437.66896,0.000257372013818553,8.82098988054421e-05,0.000209958832945163,0.000883403982715596,0.000883403982715596,2.90743022407612,3.75176063202021,4.22350680011322,7.74628656207,8.69282596407806,62.0555761267772,41.5444164989928,193.202622372802,46.948237236591,45.4709819984046,958091.553895845,52.2223017493484,0.00126482296360038,763.1,67.1078808925153,4455612,0.000142357165963859,0.000113107669664883,46.42182,6.16405252812513e-07,3.71928838434094e-06,0.000438685508515668,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,32,1.19,3,0.18,88,2.25,3.6,13,0.382,1,1,0.626,0.5,77,1.41,100,22,0.424284407571922,0.424284407571922,0.451460631790603,0.425839116227642,0.425839116227642,27043659.7058685,27984659.1579505,36671337.5103599,1243908222.50394,1243908222.50394,0.000223385857753021,7.65983629505325e-05,0.000185142559372372,0.000849737364862708,0.000849737364862708,1.89445469711434,2.72752415136008,3.31599226916885,7.56765849431919,8.46828324636387,62.8890717642316,40.4175922632618,186.02351260851,45.2037135638679,45.7128179404844,912356.141665937,52.1260510685396,0.0013140707425484,760.9,67.1344722258481,4199154,0.000139341007705055,0.000114391391406104,45.70606,6.48860939963262e-07,4.05125778591836e-06,0.000494619277923936,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,32,1.75,3,0.18,108,3.01,2.62,13,0.59,1,1,0.626,0.5,77,1.92,100,30,0.388712780604529,0.388712780604529,0.411071435150988,0.404151197124858,0.404151197124858,35922644.6091282,37116632.1449174,47597511.142554,1037361955.64337,1037361955.64337,0.000298836936321368,0.000102400705465741,0.000243876715197085,0.000981943764057331,0.000981943764057331,3.96225149759171,4.80765021802938,5.42068871574254,7.50195589226215,8.60180559318988,58.987069680293,31.7949970655883,174.633088099357,42.4358404081438,45.0683745812563,745259.513102572,54.441482345726,0.00129212307795883,716.1,67.2396534643484,4093316,0.000144688403503885,0.000117149903314215,45.91112,7.61552199376102e-07,3.15643667861223e-05,0.000436248470945366,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,32,1.43,3,0.18,67,3.01,2.62,8,0.59,1,1,0.626,0.5,151,1.23,88,34,0.422427419083947,0.422427419083947,0.447065434500652,0.413993858496733,0.413993858496733,44658203.2413779,46061447.6124443,59919946.3463181,1127135807.51054,1127135807.51054,0.000245123441847709,8.38540483340035e-05,0.000201502459754719,0.000896823417839307,0.000896823417839307,2.65412192193738,3.4809834490672,4.15966881101963,8.14376013341633,9.0414928680965,63.3360757122653,41.4406421184297,194.597731888522,47.2872488489108,45.9521648315715,940732.706326997,52.5816660063182,0.00138878053067146,683.599999999999,67.6036457556783,4417510,0.000140127944875199,0.000111869364777348,47.12155,6.22976341631772e-07,4.12034284748813e-06,0.000433469064570979,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,32,1.75,3,0.18,108,3.01,2.62,10,0.59,1,1,0.626,0.5,77,1.92,100,39,0.409052115791794,0.409052115791794,0.432983282448806,0.404155664966237,0.404155664966237,41076769.2915114,42446659.2415648,54910445.4323088,1037387478.70035,1037387478.70035,0.000274690874098905,9.41235048670429e-05,0.000225712889978471,0.000981982825260588,0.000981982825260588,3.15594924443519,0.345561212943792,4.64227255997698,7.60919601252962,8.70511323741365,59.5970022878146,32.698739927222,181.924820501414,44.2077313818435,45.1521124773254,761806.890767706,54.1425267234546,0.00132413302463903,656,67.2600858938628,4238438,0.000143813238120858,0.000114191973506734,45.78798,7.52831235708366e-07,3.39235082445546e-05,0.000421665697747375,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,32,1.43,3,0.18,67,3.01,2.46,10,0.59,1,1,0.626,0.5,119,1.23,78,55,0.400151310108597,0.400151310108597,0.422944544487998,0.413989381563948,0.413989381563948,43786321.1779096,45207722.3589774,58308954.3052031,1127109626.95744,1127109626.95744,0.000269582268883346,9.23171011439544e-05,0.00022058543314742,0.000896789665155813,0.000896789665155813,3.53511209003223,4.37380037710686,5.02770433982096,7.9886539501458,8.59429197733697,62.0521102188886,40.2119868700028,190.727612809004,46.3468099125881,45.489199254066,918738.070967646,52.3498309452858,0.00149728221481772,597.4,67.2436155319076,4357624,0.000141033137174446,0.00011502619156821,47.80762,6.55798094202357e-07,4.5718594883884e-06,0.000464822554746558,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,28,1.01,4,0.18,31,1.42,1.89,13,0.232,1,1,0.829,0.5,110,1.14,61,37,0.400473788200062,0.400473788200062,0.425569457848404,0.457917500456096,0.457917500456096,101505586.069079,104722551.639894,133756203.349869,1611871098.13434,1611871098.13434,0.000274434741401898,9.39374157256746e-05,0.000224375267942737,0.00087226713067596,0.00087226713067596,2.28162696285008,-0.535877262977769,3.58282058073688,7.74789492713723,8.34832470046792,64.7466537514137,69.8367177246936,214.94816225907,52.2324034289539,44.8264846857496,1926822.39969089,49.2187817809421,0.00188273820270812,665.1,65.4690077957061,5930504,0.0001703110601085,0.000119804526099376,45.0002,3.61852407524718e-07,2.40261699443467e-06,0.000687152684298198,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,27,0.921,5,0.18,105,1.16,1.6,18,0.22,1,1,1.13,0.5,81,1.21,57,56,0.381617849803749,0.381617849803749,0.405261278207279,0.490372939475073,0.490372939475073,129669476.14668,133793416.928131,169878693.020557,1981949978.67142,1981949978.67142,0.000382295412723907,0.000130909155817633,0.000312258846192524,0.000994166110807859,0.000994166110807859,2.92954454556103,3.7697609790549,4.19268219863373,2.88339431523103,4.12802274464387,61.979098361535,50.378165947228,179.819529568793,43.6961456852168,43.8387799201308,1804724.77235786,50.1043660772193,0.001992720481688,620,63.5205511572141,6441774,0.000221133027832911,0.00011253402994903,48.53543,3.03746007339133e-07,2.16487802003396e-06,0.000756258267875953,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,28,0.959,4,0.18,31,1.42,1.89,9,0.224,1,1,0.829,0.5,110,1.14,59,63,0.434714834113434,0.434714834113434,0.4631206947952,0.461284126540614,0.461284126540614,123180066.023829,127075122.784538,163331144.871156,1654917041.43568,1654917041.43568,0.000235646501810437,8.06429016320746e-05,0.000193808388841038,0.000856379476486723,0.000856379476486723,1.95770342087751,-0.519379192914194,2.31821321249721,7.32767929545793,7.97886933795366,65.3350111693797,70.0264384561527,216.265785659511,52.5525859152612,44.9377191314006,1912675.69556571,49.0769241089944,0.00201180027345273,614.1,65.2273512557651,5907002,0.000168602607192102,0.000116265854919762,45.60828,3.04323580941025e-07,2.08945556477491e-06,0.000678912583901292,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,13,0.857,13,0.18,102,1.34,2.68,6,0.71,1,5,0.892,0.5,28,0.89,26,51,0.575198847891614,0.575198847891614,0.61730329196897,0.723926516230388,0.723926516230388,82701965.8952139,85964507.2818481,118277342.306557,4505822546.86383,4505822546.86383,0.000496197415292558,0.000170703487142724,0.000431394137103907,0.00118481309285643,0.00118481309285643,-0.203009497579091,-4.29556092877081,-0.122512605337881,-0.914557221874023,3.25919007922766,62.9640374266315,46.4108155998715,97.5792388873509,23.7117550496263,39.8225483038722,3931627.92884618,49.9414387057482,0.00410835378763026,654.6,53.3104378586322,8266290,0.000522923544632156,0.000120048597389629,48.35475,1.88244784508423e-07,4.67274285811392e-06,0.00167213197157268,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
2,0.5,11,1.11,13,0.18,158,2.27,2.1,12,0.726,1,5,0.76,0.5,37,1.03,23,52,0.479753836030945,0.479753836030945,0.510306397501953,0.72429488022388,0.72429488022388,91114344.4586282,94553318.8833379,127477173.906202,4493251821.13768,4493251821.13768,0.000801528244007869,0.000275587614000237,0.000686614640521085,0.0012889164361248,0.0012889164361248,2.191043298671,-1.7723837229531,3.27282295538743,-2.53519364835541,3.42922512052735,56.5285831561184,33.4283552678731,91.3463196661829,22.1971556788824,40.2498833541167,3083075.95816207,53.6129816369133,0.0043985100662622,637.8,53.3213508181993,8424813,0.000569317063988634,0.000112370193271797,48.23255,2.91328327292795e-07,7.81519936917718e-06,0.00168359665214868,"Cascode_Miller_Pin_2",180,1.8,0.4,10,2
