CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,av0,av17,av5,av8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
9.89,6.8,50,10,3.2,50,10,1.2,50,10,6.8,10,10,0,5,4530,3.93,705,6230,4410000,4020000,36800000,8990000,0.000187,0.000267,0.000265,0.000104,89.2497885301862,0.0445043025432331,37.2016760970888,5.01462442363243,41.0266851684075,1000,202.385770250776,0.57116879848996,0.58140853152663,45.2898868400733,835911.9,7.02179299847304e-05,5.72513825960136e-05,75.83591,3.77086762553148e-07,1.48457170523042e-05,0.00845070996017494,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
8.22,1.2,50,10,5.2,50,10,0.8,50,10,0.8,50,10,0,28,488,3.65,314,611,20500000,1480000,31300000,34100000,0.000165,0.000181,0.000181,0.000182,71.8068144119438,0.0511352158854016,64.6453955984041,1.89317578802702,45.8851027304302,1000,156.843871413581,0.61769410345732,1.31939503849522,50.1687358042226,1264205,6.11124827751464e-05,4.85151665111012e-05,53.96704,5.91016673807812e-07,1.56792530457506e-05,0.00500458320175601,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
7.86,6.8,50,10,5.6,50,10,6.8,9,10,6.8,10,9,0,47,4140,3.95,2890,6240,3330000,1510000,7700000,7730000,0.000145,0.000185,8.1e-05,8.04e-05,100.46943324035,0.0561701000656479,38.112182424913,0.0947654763231333,48.8583776059073,1000,221.918904106883,0.554320595143959,0.0264647407505261,57.0749617177559,678513.7,5.56345813225845e-05,5.11082524602273e-05,63.24986,3.65119450004574e-07,4.15026513555961e-06,0.00207689719543191,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
7.78,6.8,50,10,4.4,50,10,1.2,50,10,0.8,50,10,0,52,2910,3.57,487,609,2870000,1630000,19800000,31100000,0.000132,0.000165,0.000159,0.000165,92.7252038913778,0.0566373720798785,68.8814090882228,0.394448505771093,47.9627314280007,1000,211.187120819429,0.588224773792469,0.298604705420149,53.276637068957,1216183,5.51755825745704e-05,4.52386473007584e-05,56.41663,4.66013822508789e-07,1.13338695494203e-05,0.003452963913813,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
1,10,50,10,4.4,50,10,0.4,50,10,10,20,10,0,20,3690,3.24,74.8,10900,362000,270000,5430000,920000,2e-05,2.3e-05,1.92e-05,2.28e-05,79.1479385258018,0.440318699564488,74.1745470131852,18.7248030276638,35.5444743991128,1000,244.54038521275,0.528633510011159,0.748989363111227,37.1740757104883,168456.5,7.09713215244069e-06,5.04511740942342e-05,69.82014,1.3000047154401e-06,3.94630806893359e-05,0.0237946733783239,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,10,50,10,2.8,50,10,0.8,50,10,10,19,10,0,40,6950,2.97,435,11900,548000,646000,6250000,1200000,2.64e-05,3.18e-05,3.03e-05,2.45e-05,89.4826551455241,0.438663714221182,78.3466992174172,0.608408133291067,43.6766726107786,1000,233.238075793812,0.496025747798165,1.54763167534582,47.3288327237265,178603.1,7.12390812982612e-06,4.3125506579489e-05,71.91563,2.56654024077832e-07,1.59357164685803e-05,0.00718792913819488,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,10,50,10,4,50,10,0.4,50,10,1.2,50,10,0,31,3690,3.19,74.8,867,362000,297000,5440000,3790000,2e-05,2.3e-05,1.92e-05,2.62e-05,80.6628571538351,0.44008650824163,89.408855187386,16.5350086730347,36.4741223491672,1000,235.796522451032,0.502456645297355,1.25749125889698,38.0934671543289,203162,7.10087662647503e-06,5.17288126302749e-05,65.82922,3.44064150173316e-07,4.94889282785749e-05,0.0205992325668058,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,10,50,10,6,4,9,1.2,50,10,0.8,50,10,0,17,3690,3.77,420,592,362000,1820000,2910000,4510000,2e-05,1.98e-05,2.13e-05,2.24e-05,95.8191948639784,0.441503884947297,103.034644637921,0.127803262879958,47.5393789139684,1000,208.595301960519,0.50905873948133,0.626017052545039,53.719382482059,233372,7.07808041230041e-06,3.92844852346014e-05,78.77429,3.68009019003702e-07,1.48371234342703e-05,0.00358438047930987,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
9.12,10,1,2,8,15,9,8.4,1,2,3.2,6,9,8,28,855.64989392394,4.80007674964852,746.776810951984,2943.06748808493,21699874.4729507,2797487.0895211,29577094.2203154,32023705.6069176,9.8540663181251e-06,0.000169035253303645,1.13034532747625e-05,9.16398356114853e-05,59.2429477079583,33.9916637130762,45.0501305840498,0.43091560126252,52.3667621360309,694619.86038811,89.9955554458108,0.0450536685689283,-7.8606297,58.2426761319196,920599.7,6.38593945278944e-05,4.13942040099432e-05,66.75494,7.48405081348438e-07,2.01865481383801e-05,0.00101187912345901,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
7.68,6.8,50,10,6,50,10,1.2,50,10,6.8,9,10,0,43,4650,4.45,699,6440,3820000,1590000,29400000,8510000,0.000156,0.000199,0.000208,8.6e-05,89.7876522681978,81.4428723778849,38.7640519146425,3.22753437766706,41.8691188732277,1416895.66334559,224.997777766804,0.37975737329156,0.64758959768911,46.9628248296917,674394.4,5.436693007843e-05,5.69680766598992e-05,65.71474,6.90432336974986e-07,1.44449705684901e-05,0.00738642198807082,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
1,0.8,50,10,6.4,50,10,0.4,50,10,10,22,10,0,41,435,3.48,118,11900,6160000,308000,10100000,1200000,2.99e-05,3.36e-05,3.26e-05,2.84e-05,54.2563762815217,54.844463217255,67.6648375843251,52.2929442636924,34.9375063333203,136225.495476271,174.355957741627,0.256485169584638,0.875964113602316,36.3927078192734,168069.4,7.76203555274134e-06,5.40662251346443e-05,65.93184,3.26640202539167e-06,3.75475740249442e-05,0.0258987003400628,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,10,50,10,10,50,10,1.2,50,10,9.2,6,10,1,51,6953.35049828223,3.71500593614413,656.171273375955,10790.0999467829,547546.421621974,173899.701784003,4528419.53055489,2667130.16678713,2.64070524139686e-05,2.97640541047476e-05,2.95916935449292e-05,1.86242819332038e-05,92.3384928273802,46.1004625573181,60.2827191742703,0.365046367299358,44.4557132815899,104477.381581377,278.035968896112,0.0299000718477218,202.5,49.8308195696606,136618.6,7.08218094419042e-06,4.93569825407569e-05,55.94206,7.5379303067187e-06,1.15347155797052e-05,0.00560089223737692,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
17.4,5.32,1,10,12.7,1,5,20,2,10,0.4,50,10,45,47,616.58212662173,10.9779593104385,1528.2248002357,127.885895864258,32802761.0237752,11481388.6139129,3126483.9903819,108783834.11048,4.07554532777056e-05,7.01510186184835e-05,2.90415149708695e-05,0.000355793663298993,127.149205394359,60.7414101835131,75.1549121485025,7.57086432114853e-06,81.1293875365616,2372927.32635852,45.4983516184927,0.0200515812805944,415,80.2960371423509,2936006,0.000122081424722719,2.78503543683155e-05,56.84423,3.28415773575251e-07,5.72061962464954e-07,1.83034289418238e-05,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
6.28,10,1,9,8,10,9,0.4,26,10,0.4,50,10,10,37,1213.65858385036,4.09953085647137,84.3131354503826,131.836197094789,8260966.44939475,2517728.0720398,60601469.4502769,48946359.782589,1.70278230704324e-05,0.000106787056468043,0.00011443490056736,0.000155717234118967,89.847199607728,50.6014322796282,102.215682147725,18.0990199752681,38.0504113218033,715129.628806244,79.79974937304,0.0254376131314915,364,39.4413616865175,1444573,4.41643643142335e-05,5.24717883612984e-05,59.83659,1.08064186231903e-06,4.36954218098007e-05,0.015623654060013,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
1,10,50,10,2.4,50,10,0.4,50,10,10,19,10,0,2,3690,2.89,74.9,10900,362000,481000,5510000,963000,2e-05,2.33e-05,1.95e-05,2.29e-05,78.8408233765581,455968445.895756,80.0058895576302,21.7256557583065,35.0958684045128,1039999999971.29,229.346898823594,0.472000693249254,0.652236690623436,36.5265116792509,182482.2,7.12768620101686e-06,5.17088759202276e-05,74.82285,3.89086891909012e-07,4.07584566761243e-05,0.0252430847522169,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,10,50,10,4,50,10,10,21,10,10,24,10,0,0,6950,3.18,7090,11700,548000,458000,1100000,988000,2.64e-05,3.13e-05,2.45e-05,2.45e-05,101.637463002058,0.439995072727456,65.4996025045291,0.0106282964051118,51.2990471715659,1000,250.998007960223,0.50210550911093,1.35144139669608,59.879132631325,148864.4,7.10235226187568e-06,3.97648570859506e-05,64.28941,4.03083841257424e-07,3.40799825035432e-06,0.00166109820053983,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,10,10,9,10,10,10,10,20,10,0.8,50,10,11,0,4023.83521389026,3.85184252093131,4014.4771233072,592.57057983945,1383104.13735493,444846.278837233,785674.173164334,4363171.95333034,1.67411799140498e-05,2.05787596987975e-05,1.91873507362997e-05,2.17046944774011e-05,109.085984706026,51.497624100225,88.892708442312,0.00470381703439742,53.593916346424,116361.329454809,137.840487520902,0.0217167369533942,724.5,66.2027735418165,200857.3,7.06108603842732e-06,4.11553351812043e-05,59.33801,5.72708944632939e-06,4.39840089075494e-06,0.000988286891044021,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
8.41,6.8,50,10,4,50,10,6.8,10,9,1.2,50,10,1,0,2900,3.52,2050,933,3020000,1930000,7430000,22400000,0.00014,0.000178,8.09e-05,0.000171,102.589967179592,48.5186860705131,66.088200712752,0.0142154068991674,54.738504166927,925509.039301905,208.863591848843,0.101238398004339,611,62.0063078624627,1260653,5.9610347724898e-05,4.01235209745096e-05,52.15976,7.36691487935964e-07,3.06794628438523e-06,0.00105491143728198,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
6.27,8.35,1,7,10.1,1,3,20,3,7,0.4,50,10,45,0,1010.32598615013,7.70488350419676,2083.74949286979,129.263560606607,12222037.3560021,12307955.0265288,1960565.41804275,41264334.802401,1.64466731146189e-05,3.46654201240198e-05,1.85858133776182e-05,0.000131441183735462,130.371325195196,62.5943628342304,86.7642520798605,1.09235641251305e-05,78.3528391181998,880888.794794139,43.8143812006971,0.020617086051516,570,79.8543391149675,1221031,4.39780414575336e-05,3.03194821019683e-05,63.34119,8.58322928709864e-07,3.55197942050189e-07,6.78313202449043e-05,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
12.9,5,1,3,13.6,1,4,20,3,6,0.4,50,10,49,0,433.881627162273,10.8118092511524,1617.65786044931,127.72833974779,54498835.5475052,9964618.36469975,2883302.67934402,81778606.7793581,1.9469044414439e-05,5.21321883410272e-05,2.40348615664776e-05,0.00026529996623935,129.60527499108,62.236811693269,79.4592381167277,2.66285596199575e-06,82.0501963101816,1801358.63272129,40.2591604482756,0.0216721693904911,570,80.7922476423251,2299838,9.04488127540578e-05,2.74970690134227e-05,57.12488,4.33367815876051e-07,1.87941519674828e-07,2.5508696488874e-05,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
1,12.4,33,2,10,4,10,10.5,1,10,0.614,50,10,14,0,4321.81914937889,3.97355608405112,2467.41827330902,388.717814010034,1281567.26909254,908301.247210697,3696829.43178873,5292482.20513845,1.50450574916695e-05,1.89973311760493e-05,7.41975186900514e-06,2.17101953796891e-05,119.268464727745,57.7968084632333,103.97440367485,0.000742348517798105,58.0422957741568,130313.192218317,100.852367349507,0.0288086283436389,650,68.1384302659015,234428.8,7.04586873410656e-06,3.5173537178393e-05,69.84178,5.73640957711959e-06,2.34899065486016e-06,0.000549497989720926,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,10,13,2,8.8,2,10,10,1,2,1.22,10,10,15,0,3349.47908724748,4.0617000422576,1359.24373816026,917.019231455828,2856444.09200957,1767924.4177913,7420283.07412935,13684595.7822029,1.19526028880762e-05,1.76797191261348e-05,3.35517890086748e-06,2.04637162410518e-05,118.076749815037,59.5718521047721,104.763576800379,0.000134807651663184,63.0021324475676,134179.195929329,59.9666574022598,0.0182649518487742,701,68.2533765401541,235968.7,7.03872672183652e-06,3.18319451174497e-05,80.24749,5.74937060801931e-06,9.56634772740772e-07,0.000315054619330901,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,12.9,1,10,10,3,2,9.2,1,2,1.2,18,8,16,0,2628.78691287114,4.51610624424232,1304.32751434331,884.740822616339,2614186.5776782,3230487.1282439,8445245.03911758,9923410.97419174,6.61273348944399e-06,1.33672909424227e-05,3.49908571559222e-06,2.0638209594391e-05,124.81832861362,60.8426781992428,109.385615135127,5.02658987749004e-05,65.286521265054,136762.124387627,42.8298961007379,0.0183914611215941,731.5,71.8133822620211,245876.9,7.02437255164508e-06,3.02527366763421e-05,83.37207,6.22045906564874e-06,6.78099912480024e-07,0.000236941405693969,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
1,9.21,1,5,10,1,2,10.2,1,3,1.2,8,8,20,0,1816.59797037499,5.22563135466087,1577.8001446675,917.281418584897,5800831.07886739,5917597.37930546,6008581.73267348,20763445.1293736,5.52503290835946e-06,9.50711333382679e-06,4.04682187950035e-06,2.01581484209658e-05,121.720194111698,62.9381328722667,110.690196563103,4.32766767125084e-05,66.8564726559561,141441.162392934,26.8923781023546,0.0170467210615973,727,74.7364685054881,248754.6,7.02282721629137e-06,2.99501283472609e-05,84.96261,6.91137842942288e-06,7.38458469015102e-07,0.000205608016885961,"Cascode_Null_Pin_1",65,3.3,1.6,10,0
7.51,9.2,1,8,8,5,10,7.2,1,6,0.4,50,10,10,0,1049.53943796031,4.42164845751782,825.65648637207,131.739764642681,10712465.183484,4161828.158886,17906476.7198388,49324240.8784029,1.82070458093701e-05,0.000109456726125537,1.7962706297944e-05,0.000156969911033687,142.809210205067,59.5929476148047,98.8515050980911,6.93589988310871e-05,67.3764026980583,1005755.08922007,62.2511044078738,0.0172899149552996,681.5,69.391580752106,1668325,5.27408825978581e-05,3.3648456710026e-05,62.04157,9.52571251869076e-07,5.07969336219771e-07,0.000177212654866921,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
5.32,11,1,4,8,1,2,15.9,4,2,0.4,50,10,21,0,1026.46053346921,7.40454686359903,1509.17129670298,129.223293929968,9552323.80089844,19557867.3024934,4067748.83476411,35211887.8537137,9.81057578379976e-06,2.92017033846142e-05,1.1957935298186e-05,0.000111862523001681,128.995570728355,63.401936628844,105.106323909185,1.25934419539643e-05,79.2667834478785,756624.313217552,33.4424879457256,0.0250982906667084,578,78.2139605338836,1254315,3.72930403158879e-05,2.91790599965894e-05,68.95309,9.28359208334586e-07,6.13071431260215e-07,5.40876609929075e-05,"Cascode_Null_Pin_1",65,3.3,1.6,10,1
