MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_11_1_L_gm2_PMOS,MOSFET_11_1_M_gm2_PMOS,MOSFET_11_1_W_gm2_PMOS,MOSFET_12_1_L_gmf2_PMOS,MOSFET_12_1_M_gmf2_PMOS,MOSFET_12_1_W_gmf2_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_18_7_L_BIASCM_NMOS,MOSFET_18_7_M_BIASCM_NMOS,MOSFET_18_7_W_BIASCM_NMOS,MOSFET_22_2_L_LOAD2_NMOS,MOSFET_22_2_M_LOAD2_NMOS,MOSFET_22_2_W_LOAD2_NMOS,MOSFET_24_1_L_gm4_NMOS,MOSFET_24_1_M_gm4_NMOS,MOSFET_24_1_W_gm4_NMOS,MOSFET_25_1_L_gm3_NMOS,MOSFET_25_1_M_gm3_NMOS,MOSFET_25_1_W_gm3_NMOS,MOSFET_9_2_L_gm1_PMOS,MOSFET_9_2_M_gm1_PMOS,MOSFET_9_2_W_gm1_PMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av11,av12,av17,av18,av22,av24,av25,av9,ft0,ft11,ft12,ft17,ft18,ft22,ft24,ft25,ft9,gm0,gm11,gm12,gm17,gm18,gm22,gm24,gm25,gm9,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
4,1,0.2799155,0.5,1,0.4918471,0.5,20,5,6.5,1,0.5796534,10,1,0.2679682,3,1,1.026372,0.5,1,0.2670017,2.5,13,4.63,2.5,20,4.87,0.6426638,0.09047412,2.57238,10,30,86.64304,390.22,147.8498,450.6586,52.72825,339.8943,257.6228,269.216,461.6968,56570680,2281343000,566807600,24941590,19152770,85968040,1814989000,154648100,17371450,2.429055e-06,2.460397e-05,0.001305416,5.769243e-06,3.633222e-06,9.865864e-06,8.471336e-06,0.0008901911,3.344056e-05,9.56839996065645,7.28247078946178,47.8811551057402,397485894.798211,4.55381529500778,666473.731522785,39.3254262657126,0.359776363384414,-86.2607406292662,96.6484154180532,4381965,0.000538338405766493,0.000185886240564906,58.97819,9.00001815776789e-06,0.00428450857105399,0.137667517598455,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
4,1,0.4007673,0.5,1,0.4945167,0.5,20,4.97,6.5,1,0.2540454,10,1,0.22,3,1,0.949386,1,1,0.22,1.5,6,4.29,2.5,20,4.82,0.6426638,0.09047412,2.57238,10,21,83.85212,466.1656,160.8266,443.2463,64.8343,363.6933,212.0429,293.6786,471.5724,52407300,2515785000,401808200,24197950,19584460,89544670,2078994000,423272300,17655570,3.24918e-06,2.697535e-05,0.0009474587,3.32418e-06,2.519524e-06,8.197246e-06,9.079914e-06,0.0006495452,3.359809e-05,18.9451979981988,14.4279346605158,73.0586179390059,730547.33821235,11.5207707947795,1314798.95367161,37.6117586471306,0.234306114651558,-51.0741831665145,99.8579598728083,6657737,0.000536051186407952,0.000207555709089334,52.20289,1.10944547052414e-07,0.00051948205354911,0.0619707747563079,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
1.5,4,3.87,0.5,1,0.5376915,1,13,4.88,6,20,4.99,6,20,5,2,1,0.22,1.5,1,0.22,1.5,3,3.938096,0.18,1,0.22,0.9453563,0.04184867,5.317638,12,16,347.0114,40.71788,325.4678,511.0736,328.9487,276.4041,112.3474,239.6529,22.85631,67262310,2659649000,381940000,16470900,16402890,281205300,887078800,607902500,4470413000,4.769125e-05,2.93661e-05,0.0002647799,0.002503902,0.02051193,3.830604e-06,1.004853e-05,0.0004542029,2.771027e-05,32.454968070439,35.3963334236224,43.1415821878309,468.76513356088,32.1603498928853,2367997.60060115,98.6668418977723,0.053974492868459,-16.10246,102.355366438519,2886151,0.000393526569090882,0.00077221788832214,37.6807,9.09099327070492e-08,1.82969051942866e-05,0.00653895577606422,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
1.702504,5,0.2203999,0.5,1,0.22,0.4571588,19,4.996172,5.025177,1,0.5259681,10,1,0.22,6.738947,2,3.70974,0.316105,1,0.22,9.5,19,5,2.38536,6,5,0.4423923,0.05548431,1,28,47,252.4937,175.1362,93.42232,350.3809,25.5217,424.635,28.0028,265.2089,254.051,45293780,475883900,2214578000,25816410,21090900,17705640,627777600,21700360,941352900,2.793513e-05,1.199126e-05,0.003206365,4.166632e-06,1.266823e-05,0.0006789404,1.331187e-06,0.000719904,4.728829e-06,103.912222149728,44.2875527379574,51.5438098404155,0.000348572574063653,91.901238120568,3545502.15892747,42.1935471409698,0.0398291159426387,542,124.528163981939,4126412,0.000470920016193165,0.000181151524308391,57.10149,5.5715890989287e-08,3.37756813318379e-07,0.000139013633970952,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
3.5,1,0.4454696,0.5,1,0.7496093,0.5,20,4.99,6,1,0.336256,10,1,0.22,9,1,0.4618683,0.5,1,0.2771374,1,6,4.24,3,7,4.39,0.5760281,0.07237042,2.57238,12,62,100.6716,205.312,50.80213,477.7256,47.47059,210.2955,110.4352,183.6648,624.9486,57077490,1633430000,670059900,27808960,19752930,56543440,1747457000,829171700,18525360,3.987267e-06,2.435467e-05,0.001359143,0.0009340823,3.625152e-06,5.503392e-06,9.329607e-06,0.0007656594,3.871303e-05,19.8198254544337,44.2612760691803,111.837328933209,870318.871459923,11.6158918797541,2851047.53617226,31.8849320499511,0.150042159021253,-45.3653296886815,99.1255783083314,7203894,0.00037890610821125,0.000291435892482694,53.47614,5.84132392171966e-08,0.000795816267171869,0.0553746295588442,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
2,5,0.22,0.1806192,1,0.22,0.5,4,4.419992,9,1,0.2425546,5.446833,1,2.878631,7.56497,13,0.22,0.1991392,1,0.3034437,9.722234,16,5,0.18,3,1.883667,0.3357748,0.05169449,3.772142,34,37,95.46041,99.10112,115.6556,614.3866,48.21321,268.639,135.2412,541.726,182.9152,163288800,7621475000,839816500,18871010,19179230,57963770,2607647000,18200940,1086775000,2.0504e-05,3.676706e-05,0.0005980333,0.0009261356,2.988301e-05,2.001946e-05,1.581929e-05,0.0005267988,5.723426e-05,61.2635245934053,46.4928017065443,97.2524159261519,0.0401847722153229,59.1468361978109,1249799.68218076,37.3713233564056,0.027301979526845,579.5,126.242231171224,2614298,0.000158126904951021,0.000232121543294137,47.04289,1.5522764442247e-07,1.22070947993103e-06,0.00121378517574267,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
1.5,1,0.4223532,2,3,3.86,0.5,14,4.74,7,20,4.99,6,20,5,4,1,0.9286054,0.5,1,0.2449138,1.5,1,4.234665,0.5,1,0.6149378,0.6896278,0.07874965,3.929347,10,5,184.1328,250.8098,164.6552,756.8837,489.7688,847.93,96.02003,416.7604,60.84951,127787400,3491753000,419042600,16296710,16317330,72766380,1380510000,541222300,1823761000,2.890775e-06,3.544027e-05,0.0002498896,0.004778447,0.07229722,9.478197e-06,5.319437e-06,0.0001243312,2.136138e-05,23.0234999907779,110.251122113035,93.1720708745537,109332.776099717,22.9028920877275,2312733.61062267,100.014446540737,0.136339243332726,-16.5226875,87.207967486133,1954467,0.000123393894736564,0.000494177620653878,38.51418,1.22424951879631e-07,0.000741411657777491,0.0285972356486802,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
2,1,0.4795404,0.5,1,0.7465282,0.5,8,4.96,9.5,1,0.22,6,1,0.2877901,10,1,0.5945652,0.5,1,0.22,1.5,11,4.55,0.5,1,3.453131,0.5772475,0.1459514,4.285876,10,15,54.84072,562.6014,130.9764,266.1468,410.4144,122.8693,190.3632,268.6814,396.8294,195805000,2088353000,915900500,21769100,25577710,23007920,3734072000,312580600,890437900,7.556942e-06,3.160818e-05,0.0007180188,3.142928e-06,4.068516e-06,5.485314e-06,9.270094e-06,0.000722932,4.798355e-05,18.1950506228232,52.2830516849867,85.1926618903943,353984.131391128,11.5326245984144,2531468.84065052,30.5400741944089,0.19336632518967,-34.0335153171932,93.8975419579344,4124904,0.00028481491994801,0.000250938099785312,58.50574,8.16209550729254e-08,0.000341684737203227,0.0457158797263045,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
2,1,0.4400113,0.5,1,0.7136922,1,7,4.8,7,20,4.99,9,20,5,3.5,1,1.412315,2,1,0.22,1,3,3.35,0.5,1,0.5314555,0.6896278,0.08579808,2.62687,11,41,36.33896,42.29348,47.25187,695.9506,252.9801,568.3979,116.0456,254.2462,56.56182,197907700,2362808000,590887600,16230300,16141970,81945700,757635500,1155054000,1567572000,7.09692e-06,3.273074e-05,0.0009172345,0.002475256,0.0370423,1.350884e-05,4.999483e-06,0.0004043204,1.858435e-05,32.251028821681,111.034487840079,113.733699038775,449.448023650635,32.1111765285016,1754418.66992973,109.984287381062,0.0726300298918088,-61.05556875,112.826894280848,1797068,9.29450842154546e-05,0.000623706602453001,26.10618,1.4188650409414e-07,7.53877819381749e-05,0.00752902674389733,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
3.5,1,0.4454696,0.5,1,0.7496093,0.5,20,4.99,6,1,0.336256,10,1,0.22,9,1,0.4618683,0.5,1,0.2771374,1,6,4.24,3,7,4.39,0.5090543,0.09047412,2.57238,11,36,96.67165,238.112,37.20213,511.3256,43.47059,200.6955,137.6352,203.6648,673.7486,53541780,1776496000,676843500,24338310,19752930,45303770,1951673000,678356800,18525360,3.735921e-06,2.595671e-05,0.001126342,3.84567e-06,2.572479e-06,5.248497e-06,9.773533e-06,0.0005500972,3.989327e-05,19.8198254544337,92.6856700437411,121.931417367839,847014.322291819,11.6158918797541,5970258.30894841,31.0391583798595,0.0551381916443794,-45.3653296886815,99.1255782929533,7854095,0.00037890610821125,0.000296155504165511,47.42713,4.33706855586095e-08,0.000795816267171869,0.0553746295588442,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
3.115956,1,0.4400113,0.5,1,0.7136922,1,7,4.8,7,20,4.99,7.140074,20,5,5.731911,1,1.412315,2,1,0.22,1,3,3.35,0.5,1,0.5314555,0.6896278,0.08579808,2.62687,12,63,51.2917,52.10439,68.71268,648.7243,203.3852,522.5949,158.6844,233.8101,65.22788,175624100,2117183000,525249600,16226510,16189380,74033070,668462400,1111954000,1496116000,6.748008e-06,2.978075e-05,0.0008064585,0.00199175,0.02964438,1.370166e-05,5.217554e-06,0.0004037911,2.373962e-05,26.4228793531091,136.711909002115,98.4425240061147,24079.8330264971,26.8203412421786,2151965.81350421,103.946273908642,0.0763075179558586,-48.5782,99.6714170922684,1549572,9.25934143175619e-05,0.00057339559270261,33.05363,1.59377956695681e-07,0.000675429081008429,0.0166815071415084,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
2.5,1,0.7147854,1.5,3,4.02,1,4,4.01,6.5,20,5,5.5,20,5,6.5,1,0.2756563,1,1,0.22,2,2,2.63,0.5,1,0.5637325,0.8480813,0.06831899,4.717242,1,0,415.3337,187.3167,618.8654,655.8064,678.5633,647.7841,59.15254,600.5029,34.23335,45966540,6764081000,267226200,19249010,28158540,39243030,1759998000,275040000,2172846000,2.993948e-06,3.697695e-05,0.0001303804,0.009254514,0.07640856,2.705728e-06,7.511093e-06,0.0001267358,2.890933e-05,16.309010373586,113.768689764018,156.285063726927,351600.958267456,16.3825216950578,1161535.73657511,97.2690746754075,0.253888162533258,-127.779084743856,62.7707904299164,1595612,6.00566216460475e-05,0.000453363412273695,33.30375,7.75681514467101e-07,0.000320505057142413,0.0572615832035481,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
2,1,1.428203,0.5,1,1.011744,1,3,4.15,6,20,5,6,20,5,4.5,1,1.03984,1.805454,1,0.22,1.5,2,3.99,1,1,1.188414,0.9587901,0.02949101,3.150237,12,38,281.2103,72.96867,350.3216,630.2108,349.7775,458.7951,171.3448,391.5824,43.8932,77144680,1932681000,272947800,16308270,16271870,49917060,919758200,308770100,2595935000,8.054015e-06,2.020361e-05,2.644911e-05,0.004771344,0.03915249,8.203224e-06,5.68728e-06,3.308198e-05,2.56903e-05,40.0366360642834,214.557373024283,197.724503286471,7.98552278859761,40.05922205559,1951165.61625601,97.6532018761802,0.0481147104266428,-30.0970725,122.118589051117,1798089,5.34935930642988e-05,0.000840292398830142,43.82544,3.41802862775232e-07,1.42227016553659e-05,0.00257003105164666,"Leung_DFCFC1_Pin_3",180,1.8,0.8,10,0
